source_file,chunk_id,text
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00015,"Note: The requirements relating to Centrepay do
3. The tenant agrees:
not apply to a residential tenancy agreement until a
3.1 to pay rent on time, and date notified in the Gazette by the Minister for Better
3.2 to reimburse the landlord for the cost of Regulation and Fair Trading. replacing rent deposit books or rent cards lost
by the tenant, and RENT INCREASES
3.3 to reimburse the landlord for the amount of
5. The landlord and the tenant agree that the rent
any fees paid by the landlord to a bank or other
cannot be increased, unless the landlord gives not
authorised deposit-taking institution as a result
less than 60 days written notice of the increase to
of funds of the tenant not being available for
the tenant."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00016,"The notice must specify the increased
rent payment on the due date, and
rent and the day from which it is payable. 3.4 that the rent payment method may only be
6. The landlord and the tenant agree that the rent
changed by agreement between the landlord
may not be increased more than once in any
and the tenant. 12-month period."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00017,"4. The landlord agrees:
Note: The period of 12 months includes the time
4.1 to not require the tenant to pay more than during which a previous residential tenancy
2 weeks rent in advance or to pay rent for a agreement was in force if –
payment period before the end of the previous
(a) this agreement is a renewal or replacement of
payment period, and
the previous agreement, and
4.2 to offer the tenant the option to pay rent by an
(b) the landlord and at least one tenant are the
approved electronic bank transfer method or
same for both agreements, and
by Centrepay and , if chosen by the tenant, to
(c) under the previous agreement, the tenant
enable payment by that method, and
occupied the residential premises immediately
4.3 to not charge fees or pass on costs incurred
before the start of this agreement. for the payment of rent by an approved
7. The landlord and the tenant agree:
electronic bank transfer method or by
7.1 that the increased rent is payable from the
Centrepay, and
day specified in the notice, and
4.4 that the rent payment method may only be
7.2 t hat the landlord may cancel or reduce the
changed by agreement between the landlord
rent increase by a later notice that takes effect
and the tenant, and the landlord will not
on the same day as the original notice, and
refuse if the tenant requests to change to an
approved electronic bank transfer method or 7.3 that increased rent under this agreement
to Centrepay, and is not payable unless the rent is increased
in accordance with this agreement and the
4.5 to not require the tenant to pay rent by a
Residential Tenancies Act 2010 or by the Civil
cheque or other negotiable instrument that is
and Administrative Tribunal."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00018,"post-dated, and
Residential tenancy agreement | 19 May 2025 Page 6 of 18
525091_0066TF
RENT REDUCTIONS 10.9 the costs and charges for repair,
maintenance or other work carried out on
8. The landlord and the tenant agree that the rent
the residential premises which is required
abates if the residential premises:
to facilitate the proper installation or
8.1 are destroyed, or become wholly or partly replacement of an electricity meter, in
uninhabitable, otherwise than as a result of a working order, including an advance meter,
breach of this agreement, or if the meter installation is required by the
8.2 cease to be lawfully usable as a residence, or retailer to replace an existing meter because
the meter is faulty, testing indicates the
8.3 are compulsorily appropriated or acquired by
meter may become faulty or the meter has
an authority. reached the end of its life. 9."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00019,"The landlord and the tenant may, at any time during
11. The tenant agrees to pay:
this agreement, agree to reduce the rent payable. 11.1 all charges for the supply of electricity or oil
to the tenant at the residential premises if
PAYMENT OF COUNCIL RATES, LAND TAX,
the premises are separately metered, and
WATER AND OTHER CHARGES
11.2 all charges for the supply of non-bottled gas
10. The landlord agrees to pay: to the tenant at the residential premises if
10.1 rates, taxes or charges payable under any the premises are separately metered, unless
Act (other than charges payable by the the premises do not have any appliances
tenant under this agreement), and supplied by the landlord for which gas is
required and the tenant does not use gas
10.2 the installation costs and charges for initial
supplied to the premises, and
connection to the residential premises of
an electricity, water, gas, bottled gas or oil Note: Charges for the supply of gas in certain
supply service, and circumstances may also be payable by a tenant
under a social housing agreement in accordance
10.3 all charges for the supply of electricity,
with clause 36 of the Residential Tenancies
non-bottled gas or oil to the tenant at the
Regulation 2019.
residential premises that are not separately
metered, and 11.3 all charges for the supply of bottled gas to the
tenant at the residential premises except for
Note 1: Clause 10.3 does not apply to premises
the costs and charges for the supply or hire of
located in an embedded network in certain
gas bottles at the start of the tenancy, and
circumstances in accordance with clauses 34 and
35 of the Residential Tenancies Regulation 2019."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00020,"11.4 all charges for pumping out a septic system
used for the residential premises, and
Note 2: Clause 10.3 does not apply to social housing
tenancy agreements in certain circumstances, 11.5 any excess garbage charges relating to the
in accordance with clause 36 of the Residential tenant’s use of the residential premises, and
Tenancies Regulation 2019. 11.6 water usage charges, if the landlord has
10.4 t he costs and charges for the supply or hire installed water efficiency measures referred
of gas bottles for the supply of bottled gas at to in clause 10 of the Residential Tenancies
the commencement of the tenancy, and Regulation 2019 and the residential premises:
10.5 all charges (other than water usage charges) 11.6.1 are separately metered, or
in connection with a water supply service to 11.6.2 are not connected to a water supply
separately metered residential premises, and service and water is delivered by
10.6 all charges in connection with a water supply vehicle. service to residential premises that are not Note: Separately metered is defined in section 3 of
separately metered, and the Residential Tenancies Act 2010. 10.7 a ll charges for the supply of sewerage 12."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00021,"The landlord agrees that the tenant is not required
services (other than for pump out septic to pay water usage charges unless:
services) or the supply or use of drainage 12.1 the landlord gives the tenant a copy of the
services to the residential premises, and part of the water supply authority’s bill
10.8 all service availability charges, however setting out the charges, or other evidence of
described, for the supply of non-bottled gas the cost of water used by the tenant, and
to the residential premises if the premises 12.2 the landlord gives the tenant at least 21 days
are separately metered but do not have any to pay the charges, and
appliances, supplied by the landlord, for
12.3 the landlord requests payment of the
which gas is required and the tenant does
charges by the tenant not later than 3
not use gas supplied to the premises, and
months after the issue of the bill for the
charges by the water supply authority, and
Residential tenancy agreement | 19 May 2025 Page 7 of 18
525091_0066TF
12.4 the residential premises have the following USE OF THE PREMISES BY TENANT
water efficiency measures:
16. The tenant agrees:
12.4.1 a ll internal cold water taps and
16.1 not to use the residential premises, or cause
single mixer taps for kitchen sinks or
or permit the premises to be used, for any
bathroom hand basins on the premises
illegal purpose, and
have a maximum flow rate of 9 litres a
minute, 16.2 n ot to cause or permit a nuisance, and
12.4.2 all toilets are dual flush toilets that 16.3 not to interfere, or cause or permit
have a minimum 3 star rating in interference, with the reasonable peace,
accordance with the WELS scheme, comfort or privacy of neighbours, and
12.4.3 all showerheads have a maximum flow 16.4 not to intentionally or negligently cause
rate of 9 litres a minute, or permit any damage to the residential
premises, and
12.4.4 at the commencement of the
residential tenancy agreement and 16.5 not to cause or permit more people to reside
whenever any other water efficiency in the residential premises than is permitted
measures are installed, repaired or by this agreement. upgraded, the premises are checked 17. The tenant agrees:
and any leaking taps or toilets on the
17.1 to keep the residential premises reasonably
premises have been fixed."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00022,"clean, and
13. The landlord agrees to give the tenant the benefit
17.2 t o notify the landlord as soon as practicable of
of, or an amount equivalent to, any rebate received
any damage to the residential premises, and
by the landlord for water usage charges payable or
17.3 that the tenant is responsible to the landlord
paid by the tenant. for any act or omission by a person who is
lawfully on the residential premises if the
POSSESSION OF THE PREMISES person is only permitted on the premises with
the tenant’s consent and the act or omission
14. The landlord agrees:
would be in breach of this agreement if done
14.1 to make sure the residential premises are
or omitted by the tenant, and
vacant so the tenant can move in on the date
17.4 t hat it is the tenant’s responsibility to replace
agreed, and
light globes on the residential premises."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00023,"14.2 to take all reasonable steps to ensure that,
18. The tenant agrees, when this agreement ends and
at the time of signing this agreement, there
before giving vacant possession of the premises to
is no legal reason why the premises cannot
the landlord:
be used as a residence for the term of this
agreement. 18.1 to remove all the tenant’s goods from the
residential premises, and
18.2 to leave the residential premises as nearly as
TENANT’S RIGHT TO QUIET ENJOYMENT
possible in the same condition, fair wear and
15. The landlord agrees: tear excepted, as at the commencement of
15.1 that the tenant will have quiet enjoyment of the tenancy, and
the residential premises without interruption 18.3 to leave the residential premises reasonably
by the landlord or any person claiming by, clean, having regard to its condition at the
through or under the landlord or having commencement of the tenancy, and
superior title to that of the landlord (such as 18.4 to remove or arrange for the removal of all
a head landlord), and rubbish from the residential premises in a
15.2 that the landlord or the landlord’s agent will way that is lawful and in accordance with
not interfere with, or cause or permit any council requirements, and
interference with, the reasonable peace, 18.5 to make sure that all light fittings on the
comfort or privacy of the tenant in using the premises have working globes, and
residential premises, and
18.6 to return to the landlord all keys, and other
15.3 that the landlord or the landlord’s agent opening devices or similar devices, provided
will take all reasonable steps to ensure that by the landlord."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00024,"the landlord’s other neighbouring tenants
Note: Under section 54 of the Residential Tenancies
do not interfere with the reasonable peace,
Act 2010, the vicarious liability of a tenant for
comfort or privacy of the tenant in using the
damage to residential premises caused by another
residential premises. person is not imposed on a tenant who is the victim
of a domestic violence offence, or a co-tenant who
Residential tenancy agreement | 19 May 2025 Page 8 of 18
525091_0066TF
is not a relevant domestic violence offender, if 19.4 n ot to interfere with the supply of gas,
the damage occurred during the commission of a electricity, water, telecommunications or
domestic violence offence (within the meaning of other services to the residential premises
that Act). (unless the interference is necessary to avoid
danger to any person or enable maintenance
or repairs to be carried out), and
LANDLORD’S GENERAL OBLIGATIONS FOR
19.5 not to hinder a tradesperson’s entry to the
RESIDENTIAL PREMISES
residential premises when the tradesperson
19. The landlord agrees: is carrying out maintenance or repairs
19.1 to make sure that the residential premises are necessary to avoid health or safety risks to
reasonably clean and fit to live in, and any person, or to avoid a risk that the supply
of gas, electricity, water, telecommunications
Note 1: Section 52 of the Residential Tenancies Act
or other services to the residential premises
2010 specifies the minimum requirements that must
may be disconnected, and
be met for the residential premises to be fit to live in."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00025,"These include that the residential premises: 19.6 to comply with all statutory obligations
relating to the health or safety of the
a) are structurally sound, and
residential premises, and
b) have adequate natural light or artificial lighting in
19.7 t hat a tenant who is the victim of a domestic
each room of the premises other than a room that
violence offence or a co-tenant who is
is intended to be used only for the purposes of
under the same agreement as the victim
storage or a garage, and
of the domestic violence offence but is
c) have adequate ventilation, and
not a relevant domestic violence offender
d) are supplied with electricity or gas and have an is not responsible to the landlord for any
adequate number of electricity outlet sockets or act or omission by a co-tenant that is a
gas outlet sockets for the supply of lighting and breach of this agreement if the act or
heating to, and use of appliances in, the premises, omission constitutes or resulted in damage
and to the premises and occurred during the
e) have adequate plumbing and drainage, and commission of a domestic violence offence. f) are connected to a water supply service or
infrastructure that supplies water (including, but URGENT REPAIRS
not limited to, a water bore or water tank) that is
20. The landlord agrees to pay the tenant, within 14
able to supply to the premises hot and cold water
days after receiving written notice from the tenant,
for drinking and ablution and cleaning activities,
any reasonable costs (not exceeding $1,000) that
and
the tenant has incurred for making urgent repairs
g) contain bathroom facilities, including toilet and
to the residential premises (of the type set out
washing facilities, that allow privacy for the user. below) so long as:
Note 2: Premises are structurally sound only if
20.1 the damage was not caused as a result of a
the floors, ceilings, walls, supporting structures
breach of this agreement by the tenant, and
(including foundations), doors, windows, roof, stairs,
20.2 the tenant gives or makes a reasonable
balconies, balustrades and railings:
attempt to give the landlord notice of the
a) are in a reasonable state of repair, and
damage, and
b) with respect to the floors, ceilings, walls and
20.3 the tenant gives the landlord a reasonable
supporting structures – are not subject to
opportunity to make the repairs, and
significant dampness, and
20.4 the tenant makes a reasonable attempt to
c) with respect to the roof, ceilings and windows – do
have any appropriate tradesperson named in
not allow water penetration into the premises, and
this agreement make the repairs, and
d) are not liable to collapse because they are rotted
20.5 the repairs are carried out, where appropriate,
or otherwise defective."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00026,"by licensed or properly qualified persons, and
19.2 to make sure that all light fittings on the
20.6 the tenant, as soon as possible, gives or tries
residential premises have working light globes
to give the landlord written details of the
on the commencement of the tenancy, and
repairs, including the cost and the receipts
19.3 to keep the residential premises in a for anything the tenant pays for. reasonable state of repair, considering the
Note: The type of repairs that are urgent repairs are
age of, the rent paid for and the prospective
defined in the Residential Tenancies Act 2010 and
life of the premises, and
are defined as follows:
Residential tenancy agreement | 19 May 2025 Page 9 of 18
525091_0066TF
(a) a burst water service, 24.2 if the Civil and Administrative Tribunal so
(b) an appliance, fitting or fixture that uses water orders,
or is used to supply water that is broken or 24.3 if there is good reason for the landlord to
not functioning properly, so that a substantial believe the premises are abandoned,
amount of water is wasted, 24.4 if there is good reason for serious concern
(c) a blocked or broken lavatory system, about the health of the tenant or any other
(d) a serious roof leak, person on the residential premises and a
reasonable attempt has been made to obtain
(e) a gas leak,
consent to the entry,
(f) a dangerous electrical fault,
24.5 to inspect the premises, if the tenant is
(g) flooding or serious flood damage,
given at least 7 days written notice (no more
(h) serious storm or fire damage, than 4 inspections are allowed in any period
(i) a failure or breakdown of the gas, electricity or of 12 months),
water supply to the premises, 24.6 to carry out, or assess the need for,
(j) a failure or breakdown of any essential service necessary repairs, if the tenant is given at
on the residential premises for hot water, least 2 days notice each time,
cooking, heating, cooling or laundering, 24.7 to carry out, or assess the need for, work
(k) any fault or damage that causes the premises relating to statutory health and safety
to be unsafe or insecure. obligations relating to the residential
premises, if the tenant is given at least 2
days notice each time,
SALE OF THE PREMISES
24.8 to show the premises to prospective tenants
21. The landlord agrees: on a reasonable number of occasions if the
21.1 to give the tenant written notice that the tenant is given reasonable notice on each
landlord intends to sell the residential occasion (this is only allowed during the last
premises, at least 14 days before the 14 days of the agreement),
premises are made available for inspection 24.9 to value the property, if the tenant is given 7
by potential purchasers, and days notice (not more than one valuation is
21.2 to make all reasonable efforts to agree with allowed in any period of 12 months),
the tenant as to the days and times when the 24.10 to take photographs, or make visual
residential premises are to be available for recordings, of the inside of the premises
inspection by potential purchasers."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00027,"in order to advertise the premises for sale
22. T he tenant agrees not to unreasonably refuse or lease, if the tenant is given reasonable
to agree to days and times when the residential notice and reasonable opportunity to move
premises are to be available for inspection by any of their possessions that can reasonably
potential purchasers. be moved out of the frame of the photograph
or the scope of the recording (this is only
23. The landlord and tenant agree:
allowed once in a 28 day period before
23.1 that the tenant is not required to agree to
marketing of the premises starts for sale or
the residential premises being available for
lease or the termination of this agreement),
inspection more than twice in a period of a
24.11 if the tenant agrees
week, and
25."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00028,"The landlord agrees that a person who enters the
23.2 that, if they fail to agree, the landlord may
residential premises under clause 24.5, 24.6, 24.7,
show the residential premises to potential
24.8, 24.9 or 24.10 of this agreement:
purchasers not more than twice in any
period of a week and must give the tenant at 25.1 m ust not enter the premises on a Sunday or a
least 48 hours notice each time. public holiday, unless the tenant agrees, and
25.2 may enter the premises only between the
hours of 8.00 a.m. and 8.00 p.m., unless the
LANDLORD’S ACCESS TO THE PREMISES
tenant agrees to another time, and
24. The landlord agrees that the landlord, the
25.3 must not stay on the residential premises
landlord’s agent or any person authorised in
longer than is necessary to achieve the
writing by the landlord, during the currency of
purpose of the entry to the premises, and
this agreement, may only enter the residential
25.4 must, if practicable, notify the tenant of the
premises in the following circumstances:
proposed day and time of entry. 24.1 in an emergency (including entry for the
26."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00029,"The landlord agrees that, except in an emergency
purpose of carrying out urgent repairs),
(including to carry out urgent repairs), a person
Residential tenancy agreement | 19 May 2025 Page 10 of 18
525091_0066TF
other than the landlord or the landlord’s agent 30.6 to repair any damage caused by removing
must produce to the tenant the landlord’s or the the fixture or compensate the landlord for
landlord’s agent’s written permission to enter the the reasonable cost of repair. residential premises. 31. The landlord agrees not to unreasonably withhold
27."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00030,"The tenant agrees to give access to the residential consent to a fixture, or to an alteration, addition or
premises to the landlord, the landlord’s agent or renovation that is of a minor nature. any person, if they are exercising a right to enter Note: The Residential Tenancies Regulation 2019
the residential premises in accordance with this provides a list of the kinds of fixtures or alterations,
agreement. additions or renovations of a minor nature to which
it would be unreasonable for a landlord to withhold
PUBLISHING PHOTOGRAPHS OR VISUAL consent and which of those fixtures, or alterations,
additions or renovations the landlord may give
RECORDINGS
consent to on the condition that the fixture or
28. T he landlord agrees that the landlord or the alteration, addition or renovation is carried out by an
landlord’s agent must not publish any photographs appropriately qualified person."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00031,"taken or visual recordings made of the inside of
the residential premises in which the tenant’s
LOCKS AND SECURITY DEVICES
possessions are visible unless they first obtain
written consent from the tenant. 32. The landlord agrees:
Note: See section 55A of the Residential Tenancies 32.1 to provide and maintain locks or other security
Act 2010 for when a photograph or visual recording devices necessary to keep the residential
is ‘published’. premises reasonably secure, and
29."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00032,"The tenant agrees not to unreasonably withhold 32.2 to give each tenant under this agreement
consent. If the tenant is in circumstances of a copy of the key or opening device or
domestic violence within the meaning of section information to open any lock or security
105B of the Residential Tenancies Act 2010, it is not device for the residential premises or
unreasonable for the tenant to withhold consent. common property to which the tenant is
entitled to have access, and
FIXTURES, ALTERATIONS, ADDITIONS OR 32.3 not to charge the tenant for the cost of
RENOVATIONS TO THE PREMISES providing the copies except to recover the
cost of replacement or additional copies, and
30. The tenant agrees:
32.4 not to alter, remove or add any lock or other
30.1 not to install any fixture or renovate, alter or security device without reasonable excuse
add to the residential premises without the (which includes an emergency, an order of the
landlord’s written permission, and Civil and Administrative Tribunal, termination of
30.2 that certain kinds of fixtures or alterations, a co-tenancy or an apprehended violence order
additions or renovations that are of a minor prohibiting a tenant or occupant from having
nature specified by clause 22(2) of the access) or unless the tenant agrees, and
Residential Tenancies Regulation 2019 may 32.5 to give each tenant under this agreement
only be carried out by a person appropriately a copy of any key or other opening device
qualified to install those fixtures or carry out or information to open any lock or security
those alterations, additions or renovations device that the landlord changes as soon as
unless the landlord gives consent, and practicable (and no later than 7 days) after
30.3 to pay the cost of a fixture, installed by or the change."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00033,"on behalf of the tenant, or any renovation, 33. The tenant agrees:
alteration or addition to the residential
33.1 not to alter, remove or add any lock or other
premises, unless the landlord otherwise
security device without reasonable excuse
agrees, and
(which includes an emergency, an order of the
30.4 not to remove, without the landlord’s Civil and Administrative Tribunal, termination
permission, any fixture attached by the of a co-tenancy or an apprehended violence
tenant that was paid for by the landlord or order prohibiting a tenant or occupant from
for which the landlord gave the tenant a having access) or unless the landlord agrees,
benefit equivalent to the cost of the fixture, and
and
33.2 to give the landlord a copy of the key or
30.5 to notify the landlord of any damage caused opening device or information to open any
by removing any fixture attached by the lock or security device that the tenant
tenant, and changes within 7 days of the change. Residential tenancy agreement | 19 May 2025 Page 11 of 18
525091_0066TF
34. A copy of a changed key or other opening device 37.4 if the landlord or landlord’s agent is a
need not be given to the other party if the other corporation and the name or business
party agrees not to be given a copy or the Civil and address of the corporation changes, to give
Administrative Tribunal authorises a copy not to be the tenant notice in writing of the change
given or the other party is prohibited from access within 14 days, and
to the residential premises by an apprehended 37.5 i f the State, Territory or country in which the
violence order."
nsw_tenancy_agreement.pdf,nsw_tenancy_agreement.pdf__00034,"landlord ordinarily resides changes, to give
the tenant notice in writing of the change
TRANSFER OF TENANCY OR SUB-LETTING within 14 days. BY TENANT
COPY OF CERTAIN BY-LAWS TO BE
35. The landlord and the tenant agree that:
PROVIDED
35.1 the tenant may, with the landlord’s written
permission, transfer the tenant’s tenancy (Cross out clauses if not applicable)
under this agreement or sub-let the 38. The landlord agrees to give to the tenant, before
residential premises, and the tenant enters into this agreement, a copy of
35.2 the landlord may refuse permission (whether the by-laws applying to the residential premises
or not it is reasonable to do so) to the transfer if they are premises under the Strata Schemes
of the whole of the tenancy or sub-letting the Management Act 2015.
whole of the residential premises, and 39."
